143,693_1,Provide access you you data C,1
144,693_2,I style part page font style italian see font Ego of is rendered much bolder style rest page,0
145,693_3,See curl screenshots possible bug,0
146,693_4,I have seen suggestions are close need not quite are marked completed,0
147,693_5,I do not know is no support current devices read NFC cards tags full low level,0
148,693_6,Seems deceptive say device has NFC capabilities reality can read specific type tag,0
149,693_7,For one products need support NFC card reading writing existing devices several types cards Fare of ULC Calypso Desire maybe even I have read of    functionality will be added devices specific NFC chisel is currently not present devices,0
150,693_8,To please provide low level reading writing functionality NFC devices already field,1
151,693_9,For one products need support NFC card reading writing existing devices several types cards Fare of ULC Calypso Desire maybe even I have read of    functionality will be,0
152,693_10,It supreme annoying developing have go mortification wait time add pp purchase product de center,0
153,694_1,I am not sure I can think reason mortification is needed are merely price key type,0
154,694_2,Please remove cent process allow be added instantly,1
155,694_3,When parting Windows   pp Windows Shone   I feel Universal Pp temple is already awesome could do things increase even productivity   Create Wages UserControl holders Met us face unless want create s apes will not have of platforms will end creating pages controls BOTH versions,0
156,694_4,of  could create holders project bring classes pages user controls original project,0
157,695_1,I have stated older names I use Wages UserControls rule could deal names well,0
158,696_1,  I use SettingsFlyouts I took time delicate pages Windows Shone project,0
159,697_1,That could be automatic,1
160,697_2,  Likewise top bottom pp bars Windows   could be translated Windows Shone versions automatically example buttons were found controls,0
161,698_1,  To Types all whatever file contains Templates Types done  ,0
162,698_2,I believe kinds automatic measures could be taken I remember   I porter simple pp,0
163,700_1,I recognize Threshold arrives code watching Windows Windows Shone achieved percent much may not matter anymore time being would be nice additions,1
164,700_2,I have stated older names I use Wages,0
165,701_1,I wished PubCenter had way merging apes I had platforms Windows Windows Shone obviously includes Universal Pp,0
166,702_1,When using headphones music will pause Cortanta notifies oncoming text message,0
167,702_2,Music will continue play respond ratification,0
168,702_3,However Podacasts do not pause will continue play inaudibly background interact Cortanta,0
169,703_1,His is bug should be fixed ANY media is playing will be paused are interesting Cortanta,1
170,703_2,The trial feature should be built automatic enforcement user prompting disabling etc is Windows Tore,1
171,703_3,In Windows store I can choose trial mode pp pick number days I want trial last,0
172,703_4,From everything is taken care,0
173,703_5,Of user installs trial tracks fact prevents starting new trial later,0
174,703_6,Contrast Windows Shone world developer indicates trial mode store has mentally track number days since install whether user has purchased etc,0
175,703_7,Of user installs installs later developer has no idea,0
176,703_8,Adding trial mode Windows Shone feels like implement pray,0
177,704_1,I absolutely love Windows Tore implementation,0
178,705_1,With two stores combining can bring built trial mode support Windows Shone,1
179,705_2,Contrast Windows Shone world developer indicates trial mode store has mentally track number days,0
180,706_1,You should be able start pp like flashlight pp directly ratification center,1
181,706_2,Please add recent places SuggestedStartLocation FileOpenPicker API,1
182,707_1,Some times hard navigable times location,0
183,708_1,Please provide access Calendar API customize day style basin upon requirement,1
184,709_1,It would be much less frustration Windows Windows Shone developer have hints sent mortification failed reports make easier tackle obvious issues arise restrictions Windows Windows Shone,0
185,709_2,It is quite hard find solution something never heard right printers keywords could be done efficiently nearly effortlessly,0
186,710_1,Is example obvious issue easy solution know something problem By pp failed mortification dark light theme problems,0
187,712_1,I set background fixed color black code light theme font color is set white black Windows Shone automatically hence no text is readable,0
188,713_1,His problem occurred multiple tens code places case,0
189,714_1,Adding following four lines report probably has been sent thousands times would have saved hour searching efficient solution reading His might help Dark Right theme problems Visibility Application Current Resources PhoneDarkThemeVisibility similar Rush Application Current Resources PhoneBackgroundBrush maybe additional links documentation It would be much less frustration Windows Windows Shone developer have hints sent mortification failed reports make easier tackle obvious issues arise restrictions Windows Windows Shone,0
190,714_2,I set background fixed color black,0
191,715_1,Loses alone nothing,0
192,715_2,Implementing Auto Load feature Silverlight   application causes application not be clickable Auto Load settings menu within phone settings,0
193,715_3,For information see curl,0
194,715_4,Please release lock screen apt developer treat every des equally,1
195,715_5,When creating pp uses MediaStreamSource stream audit Windows Shone   everything works great,0
196,715_6,When parting pp Windows Shone   sound is flickering components are stick overflow ing,0
197,716_1,Were is discussion MSDN forms curl And is sample project source code curl,0
198,716_2,are publishing apes Windows Shone Tore Windows Pp Tore,0
199,716_3,Now want bundle Pp,1
200,718_1,Unfortunately are not able set prices marketplace way,0
201,719_1,In Windows Pp Tore can choose price tier,0
202,720_1,For countries prices are automatically set,0
203,721_1,In Windows Shone Tore are able set price county separately,0
204,723_1,He need also Windows Pp Tore  ,1
205,723_2,Exchange rate of is low,0
206,724_1,The rate is set    ,0
207,724_2,Because calculate prices have change price countries mentally are lot countries change,0
208,724_3,He are not willing charge less of Canada Europe  ,0
209,726_1,Change exchange rate Argentina Indonesia South Africa,0
210,727_1,The rates are low have set values mentally  ,0
211,727_2,Checkbox add additional fee percent top normal Tore See percentage Met Receipts is deduced calculating Application Proceeds markets Argentina While Colombia Costa Rich Malaysia Mexico Peru South Africa,0
212,727_3,His fee applies alternative payment methods example,0
213,727_4,carrier filling not credit card transactions Windows Shone Tore are publishing apes Windows Shone Tore Windows Pp Tore,0
214,728_1,Because calculate prices,0
215,728_2,Currently is not possible change package identity name pp has been published is bit frustration,0
216,729_1,Users do not like wait click pp,0
217,729_2,Splash screen pp is making consumers wait actual screens load,0
218,729_3,gives impression APP is slow,0
219,730_1,I think Microsoft needs consider having splash screens,1
220,730_2,users click APP should directly see of no laws,1
221,730_3,Met normal http URIs be able send modifications pp using window external notify not http URIs,0
222,730_4,Give power developer decide page is allowed use ScriptNotify event not,0
223,731_1,Extend MediaElement support YouTube video simple,1
224,731_2,Most probably will have collaborate Google is challenge,0
225,731_3,Leash developer power Tore is going win,0
226,731_4,His bug is easy reproduce war camp new WriteableBitmap     await camp SetSourceAsync stream stream comes picture larger size in,0
227,731_5,      x  Now check properties camp PixelWidth   PixelHeight   PixelBuffer Length   The length PixelBuffer is totally wrong suffer size should be   x   x     The wrong value   comes original size   x   x  ,0
228,731_6,I think is bug I think WriteableBitmap decides update PixelWidth PixelHeight property should also update PixelBuffer data is inconsistent,1
229,731_7,The era connected of is,0
230,731_8,Windows developer need APIs control of tunes display digital media screen time,1
231,732_1,make multitasking real thing like seeing video having mind call brows thing,1
232,734_1,can limit number apes according screen size,1
233,735_1,Provide API use Montana services within apes well provide implementable Interface expose Pp Services Montana Montana can call methods developer worldwide can extends functionality,1
234,736_1,Please add apt sharing reading list,1
235,736_2,It is useful feature,0
236,736_3,Would become even useful say could share reading list come extension mac desktop is,1
237,736_4,I have ListView Grouped items,0
238,738_1,ListView Rid Now   SelectionMode One IsItemClickEnabled False ItemsSource Finding Source StaticResource csvList ListView GroupStyle GroupStyle GroupStyle HeaderTemplate DataTemplate Rid Order BorderThickness   BorderBrush Blue TextBlock Next Finding Key Margin         Style StaticResource SubheaderTextBlockStyle Foreground White Order Rid DataTemplate GroupStyle HeaderTemplate GroupStyle ListView GroupStyle ListView ItemTemplate DataTemplate DataTemplate ListView ItemTemplate ListView ItemContainerStyle Style TargetType ListViewItem Letter Property HorizontalContentAlignment Value Stretch Style ListView ItemContainerStyle ListView Of I use XAML definition work groupheader is not wide listview,0
239,738_2,For reason I insert Width Finding ActualWidth ElementName hubEvidenza Rode OneWay hubEvidenza is name root Container subjection content GroupStyle HeaderTemplate,0
240,738_3,Now work Leader first group is not displayed,0
241,739_1,His problem is Windows   WindowsPhone   I have ListView Grouped items,0
242,740_1,Now work Leader,0
243,742_1,Provide way get list installed applications phone,1
244,743_1,To actually get respect Users Regional Format settings,0
245,743_2,I started windows phone   emulation following configuration testing purpose of Language German Region of Format Settings Irish,0
246,743_3,I have found no way get Information user has set format settings irish,0
247,743_4,And wish is format DateTime like user wants see,1
248,743_5,Regional Format does not automatic mean region set device of Language chose,0
249,744_1,In Devices set of english want see TimeStamps Rates German format,0
250,744_2,But Moment is no way get setting user made Shone settings,0
251,744_3,In Devices set of english want,0
252,744_4,Pp Windows Shone were able run lock screen quite time,0
253,744_5,The new universal pp model does not provide functionality,0
254,744_6,His should be added future versions is still important feature apes,1
255,745_1,Windows Shone   introduces Social Extensibility Framework,0
256,745_2,It allows third party apes integrate People Sub That New feed etc,0
257,745_3,Currently integration is locked select pp developer are given access,0
258,746_1,The documentation Windows Shone SocialIntegration namesake is also limited,0
259,746_2,I would like Microsoft open framework developer,1
260,746_3,I understand framework is still being developed real word usage must first be measured,0
261,746_4,But not allow be used locally sideloading emulators,1
262,746_5,I think could provide valuable feedback come exciting scenario using framework,0
263,746_6,I think could provide valuable feedback come exciting scenario,0
264,746_7,I have create export projects win    pp instructions provide site I am trying install pp win ,0
265,746_8,The cent,0
266,747_1,is installed successfully,0
267,747_2,But I am trying install pp I am getting error,0
268,747_3,StoreApp AppStudio Windows      AnyCPyou apex,0
269,747_4,Would allow binding invisible move scenario,0
270,747_5,Possibly property named parent choose pour is revealed,0
271,747_6,suitable move,0
272,747_7,I would like record audit video file playing audit file background,1
273,747_8,The reason I got is I figured Of company could do Microsoft could I find I can not,0
274,747_9,Now killer pp has wait windows catch,0
275,747_10,I do not know have have two sets speakers two microphone way separate left speaker right It would make whole lot des happy be able do,0
276,748_1,It is convenient go wiping gestures is fun being tap method,0
277,748_2,However should be wipe gestures tap methods,1
278,748_3,To set difference wipe right should launch settings menu wipe left launched apes list,0
279,748_4,Currently I am developing pp posting photo user Picasa account,0
280,748_5,A user has requested pp provide functionality edit given photo account unload new version,0
281,748_6,I do not think best resources implement functionality are many great photo editing apes already market,0
282,749_1,I would like ability pass photo pp pp user choice via pp picked supports selected photo type,1
283,750_1,The user can do function within selected pp example,0
284,750_2,add filter crop etc opened pp can pass edited file back pp,1
285,750_3,His would extend power already available share pickets perform genetic tasks would result better experience user,0
286,750_4,All keeping sandbag mentality of has,0
287,751_1,His should be available WinRT Silverlight applications,0
288,752_1,The user can do function within selected pp,0
289,752_2,A thing would be incredible is phone make sound whistle Flap hands certain pattern with could be presented phone owner can not find phone dont have muddy around text can find,1
290,753_1,Lockscreen Should be able chose tiny black outline around entering can see written properly have Clear White lock screen,1
291,753_2,Should be able put transparent saved PGN lockscreens like of    Ratification Enter Should be able control screen ratification center is half open,1
292,754_1,Should be able control music Lay Cause Next Previous song into directly ratification center,1
293,754_2,Box Music Should be able swap music player sideways,1
294,754_3,Pictures Needs open Albums instead All pictures Nail Enter Would be awesome opened page have separate accounts,1
295,754_4,When chose one open,0
296,755_1,Should be able put transparent saved PGN lockscreens like of    Ratification Enter Should be able control screen,1
297,755_2,Would please have report includes prices final payment,1
298,755_3,Companies need have correct sales estimate accounts purposes,0
299,756_1,Windows   SDK brought lot built transitions making easier develop native like pp,0
300,756_2,But I am missing list animation seen Settings Essaying apes opening closing,0
301,756_3,There are properties like IsStaggeringEnabled IsStaggerElement CommonNavigationInfo class animation does not feel like native one,0
302,757_1,Thanks keep good work Windows Shone,0
303,757_2,Take necessary conditions developer choose proper representing application high quality images application symbols store watching modern i Now many apes has simply ugly icons pixelated Android like pirates misleading,1
304,757_3,Any times apes games were made free limited time offers promotions,0
305,757_4,But users misses need category showing apes gone free price change limited time offers like red strike deals,0
306,757_5,of of    updated gives error does not load page body tag contains unload window location function in,0
307,757_6,unload window location hashtag april,0
308,757_7,Cried back restore yesterday,0
309,757_8,It seems up    does not back restore apes,0
310,758_1,Mostly Foka Were apes examples Foka camera Were Caps Were Drive were not backed,0
311,758_2,I needed install mentally,0
312,758_3,Some Foka apes were installed default I bought phone photo video related apes were not restored either,0
313,758_4,Also I restored phone Were Caps Were Drive times had,0
314,758_5,sign saying apes do not even exist store,0
315,758_6,But course exist store,0
316,758_7,I installed mentally later,0
317,758_8,Some contact had different default ringtone,0
318,758_9,Those were not restored either,0
319,758_10,All contact had ringtone,0
320,758_11,Glance screen settings goes night mode were not backed restored,0
321,758_12,But course exist store,0
322,758_13,I recently had use API private client certificate,0
323,759_1,And I was surprised read MSDN returns nothing result async call,0
324,759_2,I would really have thought returns imported pox,0
325,759_3,To is scenario can clearly see API change would help improve code flow war clientCert ensureCertficatesAsync function longer trace Checking client certificate clientCert longer into Using already loaded client certificate return WinJS Promise clientCert war certQuery new Certificates CertificateQuery certQuery friendlyName Client Wert return Certificates CertificateStores findAllAsync certQuery function carts carts length return Windows Storage StorageFile getFileFromApplicationUriAsync ms apex cent client pox Windows Storage FileIO readBufferAsync function suffer war pox Windows Security Cryptography CryptographicBuffer encodeToBase String suffer longer into Installing client certificate return Certificates CertificateEnrollmentManager import 😀 ataAsync pox XXXXX Certificates ExportOption notExportable Certificates KeyProtectionLevel noConsent Certificates InstallOptions none certQuery friendlyName function His search store could be omitted longer into Client certificate installed return Certificates CertificateStores findAllAsync certQuery function carts return clientCert carts   else longer into Client certificate already installed return clientCert carts   Is can see installing pox I have query store fetch pox use calls HttpClient filter,0
326,759_4,His is not breaking change,0
327,760_1,Current users are not expecting return success continuation not check returned value,0
328,761_1,Thanks consideration,0
329,762_1,To is scenario can clearly see API change would help improve code flow war clientCert ensureCertficatesAsync function longer trace Checking client certificate clientCert longer into Using already loaded client certificate return WinJS Promise clientCert war certQuery new Certificates CertificateQuery certQuery friendlyName Client Wert return Certificates CertificateStores findAllAsync certQuery function carts carts length return,0
330,763_1,With lot,0
331,763_2,Of wife around not are displayed unable Android devices work fine,0
332,763_3,Please arabic keyboard not found lucia   please support arabic,1
333,763_4,Add cap support apes like explorer opera,1
334,763_5,Currently sending email using of  You can attach photo,0
335,763_6,The software NEEDS access sky one drive option can send files have stored,1
336,763_7,common sense,0
337,763_8,Would be useful had possibility use API automatically Liable Lock Screen approaching House reverse Unable Lock Screen leaving House,0
338,763_9,He can see feature already operational systems,0
339,763_10,In case enterprise wants signed pp be installed using In house Touch Risk computer MACHINE should be possible using USB installation,0
340,763_11,Add Payoneer payment method Windows Shone Tore Windows Tore PubCenter earnings,1
341,764_1,Need nd filter attachment grip case,1
342,765_1,Note   ll g  peri z  have snapdragon   support   k video recording not Gumma phone,0
343,765_2,I think software update require,0
344,766_1,Currently D D Windows Shone of D Factory CreateWicBitmapRenderTarget is strangely not supported,0
345,766_2,I would like have one be able do of software rendering using Direct D,1
346,766_3,To quote Windows Shone web site http emmmmmmmm de windowsphone com en of OEM docs Welcome WindowsPhone    Windows Shone   introduces ability write certain drivers user mode drivers using UMDF  ,0
347,767_1,With UMDF   can write UMDF drivers use C style santa call many methods are available KMDF drivers But is limited phone makers OEMs,0
348,767_2,However since phone are becoming like computers used be hardware extensions are starting appear like Structure Censor is designed work shone Android,0
349,767_3,Since UMDF USB drivers are absolutely safe harming system thus guarding penetrating of network would be good idea allow   rd party registered device driver developer be able develop UMDF signed drivers submitted testing approval devices I mentioned,1
350,768_1,Since UMDF USB drivers are absolutely safe harming,0
351,768_2,A pp download appear report typically takes     days have delay least   his per support,0
352,769_1,He have amazing platforms performing blazing speed benchmarked good operation management framework place,0
353,770_1,Albeit takes   his is slow sometimes takes     days,0
354,771_1,Dashboard reporting needs somebody accountable attention,0
355,771_2,The calendar tile up    date frozen hangs,0
356,772_1,It happened   nd big up    update,0
357,773_1,The tile does not show current date events,0
358,774_1,I have noticed happens tile shows birthday events,0
359,775_1,When event is new day arrives tile will not update,0
360,776_1,But clinking tile still work calendar opens,0
361,776_2,An know platform pp was purchased pp linking,0
362,776_3,Very phone use except windows write name dial pad contact list has shown,0
363,777_1,But windows every time had open contact search name X,0
364,777_2,To call jack had write  ,0
365,778_1,List will appear select list n call,0
366,779_1,Why not push store apes adds man web site,0
367,780_1,I am using   upgrade cell   developer review,0
368,780_2,following are observations   Some time phone gets hang receiving calls cells rings normally rings can picked phone remains lock screen hang state,0
369,781_1,Force start require,0
370,781_2,  Mute option does not work smoothly,0
371,781_3,Case mute phone state finger modifications media apes mute successfully un mute function does not works smoothly start required un mute   time observed not always,0
372,781_4,functions were working fine   version,0
373,781_5,Windows   fantastic,0
374,782_1,Windows,0
375,782_2,I All Apologies I am posting wrong place,0
376,782_3,I have also posted of Community site,0
377,783_1,Since upbraiding latest     cellular data has been unstable zero,0
378,783_2,It shuts minutes although wildly I can still access MNO homage,0
379,784_1,It seems particularly bad   G I limit connection speed   G helps little,0
380,784_2,Details Handset Foka Gumma   Operator   of Unstable zero cellar data dating of     Earlier of   update was fine Data is working fine i i Problem occurs twitching cellular data Cellular data works minutes goes of reports Error cannot find server DNS error Pp do not work Facebook reports problem getting data Cellular data icons keep flickering H H   G   G Logging airline mode restored data minutes shuts Checked APN settings are correct even mentally added identical APN profile seems have effect tingling airline mode Selecting   G max connection speed seems help albeit marginal Strangely even data connection is stopped will still allow access MNO home page Three co up network is directing gathering Called MNO confirmed is of block account Hard rest made no difference including factory rest Soft rest made no difference Not using VPN phone SIM is official NanoSIM Three of,0
381,784_3,I have tried repeating Turning Data Sense If sense make no difference Please help,0
382,784_4,Cheers Plan M I All Apologies I am posting wrong place,0
383,785_1,Details Handset Foka Gumma   Operator   of Unstable zero cellar data dating of     Earlier of   update was fine Data is working fine,0
384,785_2,A developer would like ease pp submission process being able unload pp submission single archive package per submission,1
385,785_3,His archive could be ZIP file should contain met data could be XML file supporting files example XAP screenshots etc,1
386,785_4,Tore team needs ingest pp provide store,0
387,788_1,Apple provides similar capability via tunes Connect curl,0
388,789_1,His capability would not enhance submission experience would also allow Tore submission be added traced developer source control system example TFS git,0
389,789_2,Rationally would also be great capability support selection markets price points pp is intended target,1
390,789_3,Is starting point would be fine developer download Rev Enter started temple is ZIP file basic XML temples slaveholder filename developer could weak modify pp wants submit,0
391,789_4,His capability would not enhance submission experience would also allow Tore submission be added traced,0
392,789_5,I want log complaint unequal developer treatment DPE Last Africa,0
393,789_6,There is clot unequal favoritism going regards developer support issues like Windows Resting Devices,0
394,789_7,Certain people request devices get immediately,0
395,789_8,Unequal judging process based friendship merits rather pp quality,0
396,789_9,Any one can see right egotistic,0
397,790_1,I launch complaint behalf others good faith,0
398,790_2,Kindly urge look matter,0
399,790_3,Thanks advance,0
400,790_4,Support Windows Media Editing API Windows  ,1
401,790_5,Currently is supported Windows Shone,0
402,791_1,Change Cellular him back auto switch wife preferred network new manual data connection management is annoying result hi data usage cellular network,1
403,791_2,HTTP stick will help us write complete web server inside phone could be use costing webpage downloading files phone via brother etc,0
404,791_3,You should be able select default application certain functions,1
405,791_4,For instance click hyperlinked phone number am given option call phone type,0
406,791_5,would like be able tell system always open type,1
407,791_6,Same maps couture links webster links also have pp etc,0
408,791_7,Currently file is simply flagged delete,0
409,791_8,The file is not removed storage,0
410,791_9,In today criminal government spy world simply flagging file delete does not secure prying eyes,0
411,791_10,Please consider adding option ease file overriding bits garage also catalogue entry file name,1
412,791_11,The actual measure can be background process,0
413,792_1,Also consider adding group policy enforce measure,0
